Item,Item Description,Planner,Order Type,Order#,Ln#,Ordered Date,Line Creation Date,Line Update Date,Request Date,Schedule Date,Promise Date,Open Qty,Price,Extended Price,Item Cost ,Material Cost,Material OH Cost,Resource Cost,Overhead Cost,OSP Cost,Customer Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Date,Qty,Customer,PC,Org,Type
YT448282-805,MBTA RAD BANK LH D8/T8 YTF 108 - STD PAL/PLY,3,YTS-DOMESTIC,562801.0,1.0,30-NOV-20,30-NOV-20,02-DEC-20,28-DEC-20,18-FEB-21,18-FEB-21,2.0,"9,947.00","19,894.00","8,021.89","5,502.60",,515.74,"2,003.55",,MOTIVE POWER-BOISE,901 FRANKLIN AVENUE,BUILDING 18 SOUTH DOCK,"Erie,PA 16531 - US",,,,,,,
YT448283-805,MBTA RAD BANK RH D8/T8 YTF 108 - STD PAL/PLY,3,YTS-DOMESTIC,562802.0,1.0,30-NOV-20,30-NOV-20,02-DEC-20,28-DEC-20,18-FEB-21,18-FEB-21,2.0,"9,947.00","19,894.00","8,021.89","5,502.60",,515.74,"2,003.55",,MOTIVE POWER-BOISE,901 FRANKLIN AVENUE,BUILDING 18 SOUTH DOCK,"Erie,PA 16531 - US",,,,,,,
YT50692-100FT-816,PARTITION SEAL .125 GAP EPDM - 100FT ROLL,SV,YTS-INTERNATIONAL,560914.0,1.0,20-APR-20,20-APR-20,27-OCT-20,13-DEC-21,15-OCT-21,15-OCT-21,5.0,59.75,298.75,66.83,39.19,,5.71,21.93,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT50692-49.42-816,PARTITION SEAL .125 GAP EPDM,SV,YTS-INTERNATIONAL,562691.0,1.0,17-NOV-20,17-NOV-20,07-DEC-20,23-MAR-21,22-JAN-21,22-JAN-21,4.0,37.50,150.00,29.25,1.61,,5.71,21.93,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT50692-49.42-816,PARTITION SEAL .125 GAP EPDM,SV,YTS-INTERNATIONAL,562150.0,1.0,15-SEP-20,15-SEP-20,07-DEC-20,23-MAR-21,22-JAN-21,22-JAN-21,4.0,37.50,150.00,29.25,1.61,,5.71,21.93,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT50692-49.42-816,PARTITION SEAL .125 GAP EPDM,SV,YTS-INTERNATIONAL,561913.0,1.0,13-AUG-20,13-AUG-20,03-NOV-20,23-MAR-21,22-JAN-21,22-JAN-21,4.0,37.50,150.00,29.25,1.61,,5.71,21.93,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT50692-49.42-816,PARTITION SEAL .125 GAP EPDM,SV,YTS-INTERNATIONAL,562448.0,1.0,20-OCT-20,20-OCT-20,03-NOV-20,23-MAR-21,22-JAN-21,22-JAN-21,4.0,37.50,150.00,29.25,1.61,,5.71,21.93,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT50692-49.42-816,PARTITION SEAL .125 GAP EPDM,SV,YTS-INTERNATIONAL,562473.0,1.0,22-OCT-20,22-OCT-20,03-NOV-20,23-MAR-21,22-JAN-21,22-JAN-21,4.0,37.50,150.00,29.25,1.61,,5.71,21.93,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT50692-49.42-816,PARTITION SEAL .125 GAP EPDM,SV,YTS-INTERNATIONAL,562767.0,1.0,25-NOV-20,25-NOV-20,07-DEC-20,23-MAR-21,22-JAN-21,22-JAN-21,6.0,37.50,225.00,29.25,1.61,,5.71,21.93,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT50692-50.94-816,PARTITION SEAL .125 GAP EPDM,SV,YTS-DOMESTIC,562641.0,1.0,11-NOV-20,11-NOV-20,12-NOV-20,22-JAN-21,16-JAN-21,18-JAN-21,20.0,20.00,400.00,29.30,1.66,,5.71,21.93,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,,,,,,,
YT50972-113.50,O-RING .188 EPDM,DU,YTS-DOMESTIC,562928.0,1.0,16-DEC-20,16-DEC-20,17-DEC-20,21-JAN-21,15-JAN-21,15-JAN-21,20.0,18.00,360.00,4.84,4.84,,,,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",,,,,,,
YT50972-118.50,O-RING .188 EPDM,DU,YTS-DOMESTIC,562274.0,1.0,29-SEP-20,29-SEP-20,29-SEP-20,25-JAN-21,19-JAN-21,19-JAN-21,2.0,18.00,36.00,4.91,4.91,,,,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,,,,,,,
YT50972-122.50,O-RING .188 EPDM,DU,YTS-DOMESTIC,562555.0,1.0,30-OCT-20,30-OCT-20,30-OCT-20,08-JAN-21,06-JAN-21,06-JAN-21,212.0,18.00,"3,816.00",4.95,4.95,,,,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,,,,,,,
YT50972-236.00,O-RING .188 EPDM,DU,YTS-DOMESTIC,562745.0,1.0,23-NOV-20,23-NOV-20,24-NOV-20,22-JAN-21,15-JAN-21,15-JAN-21,24.0,26.00,624.00,6.33,6.33,,,,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT#500829,,,,,,,,,,,,,"11,267.88","11,267.88",,,,,,,,,,,,18-SEP-20,1.0,C H BULL CO,4,LEX,SO
YT000000L,,,,,,,,,,,,,900.00,900.00,,,,,,,,,,,,21-AUG-20,1.0,DEHN ENGINEERING SALES CO,292,LEX,SO
YT000COC,,,,,,,,,,,,,50.00,50.00,,,,,,,,,,,,04-SEP-20,1.0,LUREYE ELECTROMECANICA SA,PHANTOM,LEX,SO
YT000COC,,,,,,,,,,,,,50.00,50.00,,,,,,,,,,,,04-SEP-20,1.0,WESCO SPS,PHANTOM,LEX,SO
YT000COC,,,,,,,,,,,,,50.00,150.00,,,,,,,,,,,,04-SEP-20,3.0,FAIRBANKS MORSE ENG DIV,PHANTOM,LEX,SO
YT000COC,,,,,,,,,,,,,50.00,150.00,,,,,,,,,,,,18-SEP-20,3.0,FAIRBANKS MORSE ENG DIV,PHANTOM,LEX,SO
YT000COC,,,,,,,,,,,,,40.00,40.00,,,,,,,,,,,,18-SEP-20,1.0,PRO DYNE CORP,PHANTOM,LEX,SO
YT000COC,,,,,,,,,,,,,50.00,300.00,,,,,,,,,,,,18-SEP-20,6.0,FAIRBANKS MORSE ENG DIV,PHANTOM,LEX,SO
YT000COC,,,,,,,,,,,,,40.00,40.00,,,,,,,,,,,,30-SEP-20,1.0,PRO DYNE CORP,PHANTOM,LEX,SO
YT000COC,,,,,,,,,,,,,50.00,50.00,,,,,,,,,,,,02-OCT-20,1.0,FAIRBANKS MORSE ENG DIV,PHANTOM,LEX,SO
YT000COC,,,,,,,,,,,,,50.00,50.00,,,,,,,,,,,,28-OCT-20,1.0,MRC GLOBAL INC US 830,PHANTOM,LEX,SO
YT000COC,,,,,,,,,,,,,50.00,50.00,,,,,,,,,,,,30-OCT-20,1.0,OCEAN SHIPS INC,PHANTOM,LEX,SO
YT000COO,,,,,,,,,,,,,50.00,50.00,,,,,,,,,,,,04-SEP-20,1.0,LUREYE ELECTROMECANICA SA,PHANTOM,LEX,SO
YT000COO,,,,,,,,,,,,,40.00,40.00,,,,,,,,,,,,30-SEP-20,1.0,PRO DYNE CORP,PHANTOM,LEX,SO
YT000COO,,,,,,,,,,,,,50.00,50.00,,,,,,,,,,,,30-OCT-20,1.0,OCEAN SHIPS INC,PHANTOM,LEX,SO
YT001319-006,,,,,,,,,,,,,3.00,36.00,,,,,,,,,,,,28-AUG-20,12.0,NAVAL AIR WARFARE CENTER,FS,LEX,SO
YT001391-006,,,,,,,,,,,,,0.35,78.75,,,,,,,,,,,,18-SEP-20,225.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT004197-003,,,,,,,,,,,,,3.00,36.00,,,,,,,,,,,,28-AUG-20,12.0,NAVAL AIR WARFARE CENTER,FS,LEX,SO
YT004741-007,,,,,,,,,,,,,3.00,36.00,,,,,,,,,,,,28-AUG-20,12.0,NAVAL AIR WARFARE CENTER,FS,LEX,SO
YT004744-007,,,,,,,,,,,,,0.25,175.00,,,,,,,,,,,,11-SEP-20,700.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT01783,,,,,,,,,,,,,0.15,101.25,,,,,,,,,,,,28-AUG-20,675.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT02008-806,,,,,,,,,,,,,"1,834.73","7,338.93",,,,,,,,,,,,24-SEP-20,4.0,WABCO-KANSAS CITY SERVICE CENTER,8,LEX,SO
YT02203,,,,,,,,,,,,,0.04,0.64,,,,,,,,,,,,28-AUG-20,16.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT02203,,,,,,,,,,,,,0.04,20.00,,,,,,,,,,,,11-SEP-20,500.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT02203,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,18-SEP-20,4.0,OHIO CAT,FS,LEX,SO
YT02203,,,,,,,,,,,,,0.04,20.00,,,,,,,,,,,,18-SEP-20,500.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,FS,LEX,SO
YT03045,,,,,,,,,,,,,"3,271.00","13,084.00",,,,,,,,,,,,25-SEP-20,4.0,MOTIVE POWER-BOISE,6,LEX,SO
YT03045,,,,,,,,,,,,,"3,271.00","13,084.00",,,,,,,,,,,,02-OCT-20,4.0,MOTIVE POWER-BOISE,6,LEX,SO
YT03045,,,,,,,,,,,,,"3,271.00","13,084.00",,,,,,,,,,,,02-OCT-20,4.0,MOTIVE POWER-BOISE,6,LEX,SO
YT03045,,,,,,,,,,,,,"3,271.00","13,084.00",,,,,,,,,,,,13-NOV-20,4.0,MOTIVE POWER-BOISE,6,LEX,SO
YT03045,,,,,,,,,,,,,"3,271.00","13,084.00",,,,,,,,,,,,21-DEC-20,4.0,MOTIVE POWER-BOISE,6,LEX,SO
YT04906-096.00,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,18-SEP-20,1.0,OHIO CAT,DU,LEX,SO
YT05001-058.75,,,,,,,,,,,,,10.00,220.00,,,,,,,,,,,,02-OCT-20,22.0,PROGRESS RAIL LOCOMOTIVE INC.,DU,LEX,SO
YT05627-144,,,,,,,,,,,,,301.00,903.00,,,,,,,,,,,,26-AUG-20,3.0,CATERPILLAR INC,SF,LEX,SO
YT05627-144,,,,,,,,,,,,,301.00,"1,505.00",,,,,,,,,,,,01-SEP-20,5.0,CATERPILLAR INC,SF,LEX,SO
YT05627-144,,,,,,,,,,,,,301.00,"2,107.00",,,,,,,,,,,,05-SEP-20,7.0,CATERPILLAR INC,SF,LEX,SO
YT05627-144,,,,,,,,,,,,,301.00,602.00,,,,,,,,,,,,14-SEP-20,2.0,CATERPILLAR INC,SF,LEX,SO
YT05627-144,,,,,,,,,,,,,301.00,"1,806.00",,,,,,,,,,,,25-SEP-20,6.0,CATERPILLAR INC,SF,LEX,SO
YT05627-144,,,,,,,,,,,,,301.00,602.00,,,,,,,,,,,,13-OCT-20,2.0,CATERPILLAR INC,SF,LEX,SO
YT05627-266,,,,,,,,,,,,,387.00,"1,161.00",,,,,,,,,,,,25-AUG-20,3.0,CATERPILLAR INC,SF,LEX,SO
YT05627-266,,,,,,,,,,,,,387.00,774.00,,,,,,,,,,,,11-SEP-20,2.0,CATERPILLAR INC,SF,LEX,SO
YT05627-266,,,,,,,,,,,,,387.00,387.00,,,,,,,,,,,,30-SEP-20,1.0,CATERPILLAR INC,SF,LEX,SO
YT05627-76,,,,,,,,,,,,,254.00,508.00,,,,,,,,,,,,11-SEP-20,2.0,CATERPILLAR INC,SF,LEX,SO
YT05627-76,,,,,,,,,,,,,254.00,508.00,,,,,,,,,,,,28-SEP-20,2.0,CATERPILLAR INC,SF,LEX,SO
YT05627-76,,,,,,,,,,,,,254.00,762.00,,,,,,,,,,,,27-OCT-20,3.0,CATERPILLAR INC,SF,LEX,SO
YT05629-23,,,,,,,,,,,,,72.00,288.00,,,,,,,,,,,,25-AUG-20,4.0,CATERPILLAR INC,SF,LEX,SO
YT05629-53,,,,,,,,,,,,,72.00,864.00,,,,,,,,,,,,01-SEP-20,12.0,CATERPILLAR INC,SF,LEX,SO
YT05629-53,,,,,,,,,,,,,72.00,576.00,,,,,,,,,,,,11-SEP-20,8.0,CATERPILLAR INC,SF,LEX,SO
YT05629-53,,,,,,,,,,,,,72.00,648.00,,,,,,,,,,,,28-SEP-20,9.0,CATERPILLAR INC,SF,LEX,SO
YT05633-49,,,,,,,,,,,,,120.00,240.00,,,,,,,,,,,,28-AUG-20,2.0,FOLEY EQUIPMENT COMPANY,SF,LEX,SO
YT05634-03,,,,,,,,,,,,,542.00,"1,084.00",,,,,,,,,,,,22-SEP-20,2.0,CATERPILLAR INC,SF,LEX,SO
YT05634-04,,,,,,,,,,,,,216.00,432.00,,,,,,,,,,,,08-SEP-20,2.0,CATERPILLAR INC,SF,LEX,SO
YT065955-901,,,,,,,,,,,,,38.00,152.00,,,,,,,,,,,,04-SEP-20,4.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT07419,,,,,,,,,,,,,"8,443.00","8,443.00",,,,,,,,,,,,02-OCT-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",10,LEX,SO
YT07419,,,,,,,,,,,,,"8,443.00","8,443.00",,,,,,,,,,,,02-OCT-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",10,LEX,SO
YT07419,,,,,,,,,,,,,"8,443.00","16,886.00",,,,,,,,,,,,07-OCT-20,2.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",10,LEX,SO
YT07419,,,,,,,,,,,,,"8,443.00","8,443.00",,,,,,,,,,,,07-OCT-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",10,LEX,SO
YT07419,,,,,,,,,,,,,"8,443.00","8,443.00",,,,,,,,,,,,07-OCT-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",10,LEX,SO
YT07419,,,,,,,,,,,,,"8,443.00","8,443.00",,,,,,,,,,,,07-OCT-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",10,LEX,SO
YT07419,,,,,,,,,,,,,"8,443.00","8,443.00",,,,,,,,,,,,09-OCT-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",10,LEX,SO
YT07419,,,,,,,,,,,,,"8,443.00","8,443.00",,,,,,,,,,,,09-OCT-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",10,LEX,SO
YT07419,,,,,,,,,,,,,"8,443.00","8,443.00",,,,,,,,,,,,23-OCT-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",10,LEX,SO
YT07579-22,,,,,,,,,,,,,0.36,180.00,,,,,,,,,,,,16-OCT-20,500.0,WABTEC BRASIL FABRICAÌO E MANUTENÌO DE EQUIPAMENTOS LTDA.,PP,LEX,SO
YT07712-31,,,,,,,,,,,,,288.00,288.00,,,,,,,,,,,,06-NOV-20,1.0,CUMMINS ENGINE COMPANY,KU,LEX,SO
YT08218,,,,,,,,,,,,,16.00,"1,008.00",,,,,,,,,,,,15-SEP-20,63.0,CATERPILLAR INC,PC,LEX,SO
YT098983-901,,,,,,,,,,,,,30.00,900.00,,,,,,,,,,,,14-SEP-20,30.0,INNIO WAUKESHA GAS ENGINES INC,1,LEX,SO
YT143340-901,,,,,,,,,,,,,16.00,320.00,,,,,,,,,,,,11-SEP-20,20.0,KOHLER CO,1,LEX,SO
YT146812-901,,,,,,,,,,,,,"3,360.00","13,440.00",,,,,,,,,,,,30-OCT-20,4.0,OCEAN SHIPS INC,1,LEX,SO
YT170580-901,,,,,,,,,,,,,"1,007.00","1,068.00",,,,,,,,,,,,28-AUG-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,6,LEX,SO
YT170580-901,,,,,,,,,,,,,"1,007.00","1,068.00",,,,,,,,,,,,28-AUG-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,6,LEX,SO
YT170580-901,,,,,,,,,,,,,"1,007.00","1,068.00",,,,,,,,,,,,28-AUG-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,6,LEX,SO
YT170580-901,,,,,,,,,,,,,"1,007.00","1,068.00",,,,,,,,,,,,28-AUG-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,6,LEX,SO
YT170580-901,,,,,,,,,,,,,"1,007.00","1,068.00",,,,,,,,,,,,28-AUG-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,6,LEX,SO
YT170580-901,,,,,,,,,,,,,"1,007.00","2,136.00",,,,,,,,,,,,04-SEP-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,6,LEX,SO
YT184674-901,,,,,,,,,,,,,120.00,"3,000.00",,,,,,,,,,,,21-OCT-20,25.0,Joy Global Longview Operations LLC,1,LEX,SO
YT184674-901,,,,,,,,,,,,,120.00,720.00,,,,,,,,,,,,12-NOV-20,6.0,JOY GLOBAL SURFACE MINING INC,1,LEX,SO
YT195012,,,,,,,,,,,,,8.00,160.00,,,,,,,,,,,,11-SEP-20,20.0,KOHLER CO,PC,LEX,SO
YT224867-001,,,,,,,,,,,,,"1,387.00","2,916.00",,,,,,,,,,,,11-SEP-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,6,LEX,SO
YT224868-901,,,,,,,,,,,,,870.00,870.00,,,,,,,,,,,,28-AUG-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,1,LEX,SO
YT226344,,,,,,,,,,,,,4.00,"1,852.00",,,,,,,,,,,,04-SEP-20,463.0,FAIRBANKS MORSE ENG DIV,DU,LEX,SO
YT231299,,,,,,,,,,,,,"3,483.00","13,932.00",,,,,,,,,,,,04-SEP-20,4.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT231299,,,,,,,,,,,,,"3,483.00","34,830.00",,,,,,,,,,,,04-SEP-20,10.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT231299,,,,,,,,,,,,,"3,483.00","13,932.00",,,,,,,,,,,,04-SEP-20,4.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT231299,,,,,,,,,,,,,"2,264.98","4,529.96",,,,,,,,,,,,11-SEP-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT231299,,,,,,,,,,,,,"2,264.98","11,324.90",,,,,,,,,,,,11-SEP-20,5.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT231299,,,,,,,,,,,,,"2,264.98","13,589.88",,,,,,,,,,,,18-SEP-20,6.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT231299,,,,,,,,,,,,,"2,264.98","20,384.82",,,,,,,,,,,,18-SEP-20,9.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT231299,,,,,,,,,,,,,"2,264.98","9,059.92",,,,,,,,,,,,23-SEP-20,4.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT231299,,,,,,,,,,,,,"2,264.98","4,529.96",,,,,,,,,,,,02-OCT-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,8,LEX,SO
YT235193,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,18-SEP-20,1.0,OHIO CAT,ID,LEX,SO
YT240150-811,,,,,,,,,,,,,488.56,488.56,,,,,,,,,,,,28-AUG-20,1.0,DOUGLAS THERMAL PRODUCTS,3,LEX,SO
YT240150-811,,,,,,,,,,,,,551.60,"1,103.20",,,,,,,,,,,,18-SEP-20,2.0,HYDRADYNE HYDRAULICS,3,LEX,SO
YT249981,,,,,,,,,,,,,"1,086.00","4,344.00",,,,,,,,,,,,04-SEP-20,4.0,WESCO SPS,T,LEX,SO
YT249981,,,,,,,,,,,,,863.04,863.04,,,,,,,,,,,,30-SEP-20,1.0,PRO DYNE CORP,T,LEX,SO
YT260544,,,,,,,,,,,,,"1,654.16","1,654.16",,,,,,,,,,,,14-SEP-20,1.0,C H BULL CO,T,LEX,SO
YT262915,,,,,,,,,,,,,"1,523.96","15,239.60",,,,,,,,,,,,30-SEP-20,10.0,DOUGLAS THERMAL PRODUCTS,T,LEX,SO
YT263464,,,,,,,,,,,,,"2,503.56","2,503.56",,,,,,,,,,,,18-SEP-20,1.0,PRO DYNE CORP,T,LEX,SO
YT266621,,,,,,,,,,,,,"2,671.00","2,671.00",,,,,,,,,,,,08-SEP-20,1.0,FUTAMURA USA INC,T,LEX,SO
YT269441,,,,,,,,,,,,,156.80,"2,508.80",,,,,,,,,,,,11-SEP-20,16.0,PRO DYNE CORP,T,LEX,SO
YT269441,,,,,,,,,,,,,156.80,"1,568.00",,,,,,,,,,,,18-SEP-20,10.0,DOUGLAS THERMAL PRODUCTS,T,LEX,SO
YT269449,,,,,,,,,,,,,152.00,304.00,,,,,,,,,,,,18-SEP-20,2.0,DOUGLAS THERMAL PRODUCTS,T,LEX,SO
YT271509-901,,,,,,,,,,,,,"1,395.00","1,395.00",,,,,,,,,,,,21-SEP-20,1.0,CATERPILLAR INC,1,LEX,SO
YT271509-901,,,,,,,,,,,,,"1,437.00","2,874.00",,,,,,,,,,,,23-SEP-20,2.0,SOLAR TURBINES INC,1,LEX,SO
YT278354,,,,,,,,,,,,,"5,699.04","5,699.04",,,,,,,,,,,,30-SEP-20,1.0,DEHN ENGINEERING SALES CO,T,LEX,SO
YT281555-901,,,,,,,,,,,,,125.00,"12,500.00",,,,,,,,,,,,31-AUG-20,100.0,FAIRBANKS MORSE ENG DIV,1,LEX,SO
YT281556-901,,,,,,,,,,,,,125.00,"3,625.00",,,,,,,,,,,,01-OCT-20,29.0,FAIRBANKS MORSE ENG DIV,1,LEX,SO
YT299892,,,,,,,,,,,,,"3,164.48","18,986.88",,,,,,,,,,,,01-SEP-20,6.0,PRO DYNE CORP,T,LEX,SO
YT299892,,,,,,,,,,,,,"3,164.48","3,164.48",,,,,,,,,,,,08-SEP-20,1.0,PRO DYNE CORP,T,LEX,SO
YT301561,,,,,,,,,,,,,"15,560.00","31,120.00",,,,,,,,,,,,30-OCT-20,2.0,SOLAR TURBINES INC,3,LEX,SO
YT304307-901,,,,,,,,,,,,,153.60,"1,996.80",,,,,,,,,,,,11-SEP-20,13.0,PRO DYNE CORP,1,LEX,SO
YT307008,,,,,,,,,,,,,621.86,621.86,,,,,,,,,,,,17-SEP-20,1.0,DEHN ENGINEERING SALES CO,T,LEX,SO
YT307008,,,,,,,,,,,,,621.86,"2,487.44",,,,,,,,,,,,17-SEP-20,4.0,DEHN ENGINEERING SALES CO,T,LEX,SO
YT307008,,,,,,,,,,,,,621.86,621.86,,,,,,,,,,,,17-SEP-20,1.0,NORMAN EQUIPMENT,T,LEX,SO
YT307008,,,,,,,,,,,,,621.86,621.86,,,,,,,,,,,,18-SEP-20,1.0,NORMAN EQUIPMENT,T,LEX,SO
YT307142,,,,,,,,,,,,,"1,425.38","1,425.38",,,,,,,,,,,,14-SEP-20,1.0,PRO DYNE CORP,T,LEX,SO
YT307168,,,,,,,,,,,,,"1,602.70","1,602.70",,,,,,,,,,,,03-SEP-20,1.0,C H BULL CO,T,LEX,SO
YT307369,,,,,,,,,,,,,"2,010.04","4,020.08",,,,,,,,,,,,26-AUG-20,2.0,C H BULL CO,T,LEX,SO
YT307393,,,,,,,,,,,,,"2,101.18","2,101.18",,,,,,,,,,,,18-SEP-20,1.0,PRO DYNE CORP,T,LEX,SO
YT307419,,,,,,,,,,,,,"3,615.00","3,615.00",,,,,,,,,,,,02-OCT-20,1.0,NORTHSHORE MINING COMPANY,T,LEX,SO
YT307681,,,,,,,,,,,,,775.00,"3,875.00",,,,,,,,,,,,01-OCT-20,5.0,C H BULL CO,T,LEX,SO
YT307692,,,,,,,,,,,,,775.00,775.00,,,,,,,,,,,,11-SEP-20,1.0,DEHN ENGINEERING SALES CO,T,LEX,SO
YT307702,,,,,,,,,,,,,775.00,775.00,,,,,,,,,,,,11-SEP-20,1.0,DEHN ENGINEERING SALES CO,T,LEX,SO
YT307706,,,,,,,,,,,,,805.38,"1,610.76",,,,,,,,,,,,17-SEP-20,2.0,C H BULL CO,T,LEX,SO
YT307710,,,,,,,,,,,,,820.88,820.88,,,,,,,,,,,,11-SEP-20,1.0,NORMAN EQUIPMENT,T,LEX,SO
YT307731,,,,,,,,,,,,,856.22,856.22,,,,,,,,,,,,18-SEP-20,1.0,PRO DYNE CORP,T,LEX,SO
YT307812,,,,,,,,,,,,,520.00,"1,040.00",,,,,,,,,,,,05-SEP-20,2.0,CATERPILLAR INC,T,LEX,SO
YT308627,,,,,,,,,,,,,447.00,"2,682.00",,,,,,,,,,,,18-SEP-20,6.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",7,LEX,SO
YT308627,,,,,,,,,,,,,447.00,"1,341.00",,,,,,,,,,,,09-OCT-20,3.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",7,LEX,SO
YT308627,,,,,,,,,,,,,447.00,"2,682.00",,,,,,,,,,,,21-OCT-20,6.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",7,LEX,SO
YT308627,,,,,,,,,,,,,447.00,"2,682.00",,,,,,,,,,,,30-OCT-20,6.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",7,LEX,SO
YT308627,,,,,,,,,,,,,447.00,"6,705.00",,,,,,,,,,,,18-DEC-20,15.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",7,LEX,SO
YT308627-002,,,,,,,,,,,,,524.00,524.00,,,,,,,,,,,,25-SEP-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",7,LEX,SO
YT308627-002,,,,,,,,,,,,,524.00,524.00,,,,,,,,,,,,23-OCT-20,1.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",7,LEX,SO
